"Date and Time Run #1","Time (s) Run #1","State Run #1","Time in Gate (s) Run #1","Speed (m/s) Run #1"
09/28/2022 09:54:36 am,78.228,1.00,,
09/28/2022 09:54:36 am,78.276,0.00,0.05,1.05
09/28/2022 09:54:39 am,81.813,1.00,,
09/28/2022 09:54:39 am,81.868,0.00,0.05,0.92
09/28/2022 09:54:43 am,85.506,1.00,,
09/28/2022 09:54:43 am,85.559,0.00,0.05,0.94
09/28/2022 09:54:47 am,89.049,1.00,,
09/28/2022 09:54:47 am,89.100,0.00,0.05,0.98
09/28/2022 09:54:50 am,92.759,1.00,,
09/28/2022 09:54:50 am,92.812,0.00,0.05,0.93
09/28/2022 09:54:54 am,96.298,1.00,,
09/28/2022 09:54:54 am,96.353,0.00,0.05,0.92
09/28/2022 09:54:57 am,99.967,1.00,,
09/28/2022 09:54:58 am,100.018,0.00,0.05,0.97
09/28/2022 09:55:01 am,103.589,1.00,,
09/28/2022 09:55:01 am,103.638,0.00,0.05,1.02
09/28/2022 09:55:05 am,107.188,1.00,,
09/28/2022 09:55:05 am,107.239,0.00,0.05,0.97
09/28/2022 09:55:08 am,110.837,1.00,,
09/28/2022 09:55:08 am,110.889,0.00,0.05,0.95
09/28/2022 09:55:12 am,114.434,1.00,,
09/28/2022 09:55:12 am,114.486,0.00,0.05,0.95
09/28/2022 09:55:16 am,118.082,1.00,,
09/28/2022 09:55:16 am,118.130,0.00,0.05,1.04
09/28/2022 09:55:19 am,121.710,1.00,,
09/28/2022 09:55:19 am,121.768,0.00,0.06,0.87
09/28/2022 09:55:23 am,125.284,1.00,,
09/28/2022 09:55:23 am,125.340,0.00,0.06,0.89
09/28/2022 09:55:26 am,128.993,1.00,,
09/28/2022 09:55:27 am,129.048,0.00,0.05,0.91
09/28/2022 09:55:30 am,132.519,1.00,,
09/28/2022 09:55:30 am,132.576,0.00,0.06,0.89
09/28/2022 09:55:34 am,136.239,1.00,,
09/28/2022 09:55:34 am,136.297,0.00,0.06,0.87
09/28/2022 09:55:37 am,139.794,1.00,,
09/28/2022 09:55:37 am,139.853,0.00,0.06,0.84
09/28/2022 09:55:41 am,143.447,1.00,,
09/28/2022 09:55:41 am,143.498,0.00,0.05,0.98
09/28/2022 09:55:45 am,147.078,1.00,,
09/28/2022 09:55:45 am,147.131,0.00,0.05,0.93
09/28/2022 09:55:48 am,150.679,1.00,,
09/28/2022 09:55:48 am,150.733,0.00,0.05,0.93
09/28/2022 09:55:52 am,154.332,1.00,,
09/28/2022 09:55:52 am,154.389,0.00,0.06,0.87
09/28/2022 09:55:55 am,157.927,1.00,,
09/28/2022 09:55:55 am,157.980,0.00,0.05,0.95
09/28/2022 09:55:59 am,161.572,1.00,,
09/28/2022 09:55:59 am,161.626,0.00,0.05,0.93
09/28/2022 09:56:03 am,165.207,1.00,,
09/28/2022 09:56:03 am,165.268,0.00,0.06,0.81
09/28/2022 09:56:06 am,168.771,1.00,,
09/28/2022 09:56:06 am,168.832,0.00,0.06,0.82
09/28/2022 09:56:10 am,172.484,1.00,,
09/28/2022 09:56:10 am,172.543,0.00,0.06,0.84
09/28/2022 09:56:14 am,176.012,1.00,,
09/28/2022 09:56:14 am,176.073,0.00,0.06,0.82
09/28/2022 09:56:17 am,179.721,1.00,,
09/28/2022 09:56:17 am,179.783,0.00,0.06,0.81
09/28/2022 09:56:21 am,183.285,1.00,,
09/28/2022 09:56:21 am,183.347,0.00,0.06,0.80
09/28/2022 09:56:24 am,186.930,1.00,,
09/28/2022 09:56:24 am,186.985,0.00,0.05,0.91
09/28/2022 09:56:28 am,190.570,1.00,,
09/28/2022 09:56:28 am,190.625,0.00,0.06,0.90
09/28/2022 09:56:32 am,194.167,1.00,,
09/28/2022 09:56:32 am,194.225,0.00,0.06,0.87
09/28/2022 09:56:35 am,197.821,1.00,,
09/28/2022 09:56:35 am,197.879,0.00,0.06,0.86
09/28/2022 09:56:39 am,201.417,1.00,,
09/28/2022 09:56:39 am,201.472,0.00,0.06,0.90
09/28/2022 09:56:43 am,205.050,1.00,,
09/28/2022 09:56:43 am,205.107,0.00,0.06,0.88
09/28/2022 09:56:46 am,208.698,1.00,,
09/28/2022 09:56:46 am,208.763,0.00,0.06,0.78
09/28/2022 09:56:50 am,212.251,1.00,,
09/28/2022 09:56:50 am,212.315,0.00,0.06,0.78
09/28/2022 09:56:53 am,215.967,1.00,,
09/28/2022 09:56:54 am,216.030,0.00,0.06,0.80
09/28/2022 09:56:57 am,219.494,1.00,,
09/28/2022 09:56:57 am,219.559,0.00,0.06,0.77
09/28/2022 09:57:01 am,223.198,1.00,,
09/28/2022 09:57:01 am,223.261,0.00,0.06,0.79
09/28/2022 09:57:04 am,226.779,1.00,,
09/28/2022 09:57:04 am,226.842,0.00,0.06,0.79
09/28/2022 09:57:08 am,230.407,1.00,,
09/28/2022 09:57:08 am,230.463,0.00,0.06,0.89
09/28/2022 09:57:12 am,234.057,1.00,,
09/28/2022 09:57:12 am,234.115,0.00,0.06,0.86
09/28/2022 09:57:15 am,237.646,1.00,,
09/28/2022 09:57:15 am,237.705,0.00,0.06,0.85
09/28/2022 09:57:19 am,241.310,1.00,,
09/28/2022 09:57:19 am,241.368,0.00,0.06,0.86
09/28/2022 09:57:22 am,244.912,1.00,,
09/28/2022 09:57:22 am,244.969,0.00,0.06,0.87
09/28/2022 09:57:26 am,248.531,1.00,,
09/28/2022 09:57:26 am,248.594,0.00,0.06,0.79
09/28/2022 09:57:30 am,252.192,1.00,,
09/28/2022 09:57:30 am,252.258,0.00,0.07,0.75
09/28/2022 09:57:33 am,255.740,1.00,,
09/28/2022 09:57:33 am,255.808,0.00,0.07,0.74
09/28/2022 09:57:37 am,259.455,1.00,,
09/28/2022 09:57:37 am,259.521,0.00,0.07,0.75
09/28/2022 09:57:40 am,262.985,1.00,,
09/28/2022 09:57:41 am,263.053,0.00,0.07,0.74
09/28/2022 09:57:44 am,266.680,1.00,,
09/28/2022 09:57:44 am,266.747,0.00,0.07,0.74
09/28/2022 09:57:48 am,270.273,1.00,,
09/28/2022 09:57:48 am,270.338,0.00,0.06,0.78
09/28/2022 09:57:51 am,273.890,1.00,,
09/28/2022 09:57:51 am,273.949,0.00,0.06,0.85
09/28/2022 09:57:55 am,277.541,1.00,,
09/28/2022 09:57:55 am,277.604,0.00,0.06,0.81
09/28/2022 09:57:59 am,281.131,1.00,,
09/28/2022 09:57:59 am,281.192,0.00,0.06,0.82
09/28/2022 09:58:02 am,284.784,1.00,,
09/28/2022 09:58:02 am,284.846,0.00,0.06,0.82
09/28/2022 09:58:06 am,288.391,1.00,,
09/28/2022 09:58:06 am,288.451,0.00,0.06,0.83
09/28/2022 09:58:09 am,291.997,1.00,,
09/28/2022 09:58:10 am,292.065,0.00,0.07,0.73
09/28/2022 09:58:13 am,295.678,1.00,,
09/28/2022 09:58:13 am,295.747,0.00,0.07,0.72
09/28/2022 09:58:17 am,299.210,1.00,,
09/28/2022 09:58:17 am,299.281,0.00,0.07,0.71
09/28/2022 09:58:20 am,302.937,1.00,,
09/28/2022 09:58:21 am,303.007,0.00,0.07,0.72
09/28/2022 09:58:24 am,306.464,1.00,,
09/28/2022 09:58:24 am,306.536,0.00,0.07,0.69
09/28/2022 09:58:28 am,310.156,1.00,,
09/28/2022 09:58:28 am,310.227,0.00,0.07,0.70
09/28/2022 09:58:31 am,313.752,1.00,,
09/28/2022 09:58:31 am,313.817,0.00,0.06,0.77
09/28/2022 09:58:35 am,317.371,1.00,,
09/28/2022 09:58:35 am,317.433,0.00,0.06,0.80
09/28/2022 09:58:39 am,321.009,1.00,,
09/28/2022 09:58:39 am,321.075,0.00,0.07,0.76
09/28/2022 09:58:42 am,324.608,1.00,,
09/28/2022 09:58:42 am,324.673,0.00,0.06,0.77
09/28/2022 09:58:46 am,328.255,1.00,,
09/28/2022 09:58:46 am,328.320,0.00,0.06,0.77
09/28/2022 09:58:49 am,331.875,1.00,,
09/28/2022 09:58:49 am,331.942,0.00,0.07,0.75
09/28/2022 09:58:53 am,335.467,1.00,,
09/28/2022 09:58:53 am,335.543,0.00,0.08,0.66
09/28/2022 09:58:57 am,339.159,1.00,,
09/28/2022 09:58:57 am,339.233,0.00,0.07,0.67
09/28/2022 09:59:00 am,342.687,1.00,,
09/28/2022 09:59:00 am,342.763,0.00,0.08,0.66
09/28/2022 09:59:04 am,346.414,1.00,,
09/28/2022 09:59:04 am,346.489,0.00,0.07,0.67
09/28/2022 09:59:07 am,349.944,1.00,,
09/28/2022 09:59:08 am,350.020,0.00,0.08,0.66
09/28/2022 09:59:11 am,353.631,1.00,,
09/28/2022 09:59:11 am,353.705,0.00,0.07,0.67
09/28/2022 09:59:15 am,357.247,1.00,,
09/28/2022 09:59:15 am,357.315,0.00,0.07,0.73
09/28/2022 09:59:18 am,360.853,1.00,,
09/28/2022 09:59:18 am,360.919,0.00,0.07,0.75
09/28/2022 09:59:22 am,364.507,1.00,,
09/28/2022 09:59:22 am,364.576,0.00,0.07,0.73
09/28/2022 09:59:26 am,368.097,1.00,,
09/28/2022 09:59:26 am,368.163,0.00,0.07,0.75
09/28/2022 09:59:29 am,371.748,1.00,,
09/28/2022 09:59:29 am,371.816,0.00,0.07,0.74
09/28/2022 09:59:33 am,375.366,1.00,,
09/28/2022 09:59:33 am,375.439,0.00,0.07,0.69
09/28/2022 09:59:36 am,378.951,1.00,,
09/28/2022 09:59:37 am,379.029,0.00,0.08,0.64
09/28/2022 09:59:40 am,382.650,1.00,,
09/28/2022 09:59:40 am,382.727,0.00,0.08,0.65
09/28/2022 09:59:44 am,386.177,1.00,,
09/28/2022 09:59:44 am,386.257,0.00,0.08,0.63
09/28/2022 09:59:47 am,389.899,1.00,,
09/28/2022 09:59:47 am,389.976,0.00,0.08,0.65
09/28/2022 09:59:51 am,393.444,1.00,,
09/28/2022 09:59:51 am,393.524,0.00,0.08,0.62
09/28/2022 09:59:55 am,397.114,1.00,,
09/28/2022 09:59:55 am,397.188,0.00,0.07,0.68
09/28/2022 09:59:58 am,400.739,1.00,,
09/28/2022 09:59:58 am,400.809,0.00,0.07,0.71
09/28/2022 10:00:02 am,404.342,1.00,,
09/28/2022 10:00:02 am,404.410,0.00,0.07,0.74
09/28/2022 10:00:05 am,407.999,1.00,,
09/28/2022 10:00:06 am,408.070,0.00,0.07,0.71
09/28/2022 10:00:09 am,411.589,1.00,,
09/28/2022 10:00:09 am,411.657,0.00,0.07,0.73
09/28/2022 10:00:13 am,415.228,1.00,,
09/28/2022 10:00:13 am,415.299,0.00,0.07,0.71
09/28/2022 10:00:16 am,418.857,1.00,,
09/28/2022 10:00:16 am,418.935,0.00,0.08,0.64
09/28/2022 10:00:20 am,422.431,1.00,,
09/28/2022 10:00:20 am,422.511,0.00,0.08,0.62
09/28/2022 10:00:24 am,426.138,1.00,,
09/28/2022 10:00:24 am,426.217,0.00,0.08,0.63
09/28/2022 10:00:27 am,429.659,1.00,,
09/28/2022 10:00:27 am,429.741,0.00,0.08,0.61
09/28/2022 10:00:31 am,433.380,1.00,,
09/28/2022 10:00:31 am,433.458,0.00,0.08,0.64
09/28/2022 10:00:34 am,436.923,1.00,,
09/28/2022 10:00:35 am,437.006,0.00,0.08,0.60
09/28/2022 10:00:38 am,440.592,1.00,,
09/28/2022 10:00:38 am,440.666,0.00,0.07,0.68
09/28/2022 10:00:42 am,444.208,1.00,,
09/28/2022 10:00:42 am,444.282,0.00,0.07,0.68
09/28/2022 10:00:45 am,447.809,1.00,,
09/28/2022 10:00:45 am,447.881,0.00,0.07,0.70
09/28/2022 10:00:49 am,451.457,1.00,,
09/28/2022 10:00:49 am,451.531,0.00,0.07,0.68
09/28/2022 10:00:53 am,455.061,1.00,,
09/28/2022 10:00:53 am,455.134,0.00,0.07,0.69
09/28/2022 10:00:56 am,458.680,1.00,,
09/28/2022 10:00:56 am,458.756,0.00,0.08,0.66
09/28/2022 10:01:00 am,462.332,1.00,,
09/28/2022 10:01:00 am,462.416,0.00,0.08,0.59
09/28/2022 10:01:03 am,465.889,1.00,,
09/28/2022 10:01:03 am,465.974,0.00,0.08,0.59
09/28/2022 10:01:07 am,469.610,1.00,,
09/28/2022 10:01:07 am,469.694,0.00,0.08,0.60
09/28/2022 10:01:11 am,473.122,1.00,,
09/28/2022 10:01:11 am,473.209,0.00,0.09,0.58
09/28/2022 10:01:14 am,476.841,1.00,,
09/28/2022 10:01:14 am,476.926,0.00,0.09,0.59
09/28/2022 10:01:18 am,480.395,1.00,,
09/28/2022 10:01:18 am,480.482,0.00,0.09,0.57
09/28/2022 10:01:22 am,484.051,1.00,,
09/28/2022 10:01:22 am,484.127,0.00,0.08,0.65
09/28/2022 10:01:25 am,487.675,1.00,,
09/28/2022 10:01:25 am,487.753,0.00,0.08,0.64
09/28/2022 10:01:29 am,491.271,1.00,,
09/28/2022 10:01:29 am,491.348,0.00,0.08,0.65
09/28/2022 10:01:32 am,494.929,1.00,,
09/28/2022 10:01:33 am,495.007,0.00,0.08,0.64
09/28/2022 10:01:36 am,498.533,1.00,,
09/28/2022 10:01:36 am,498.611,0.00,0.08,0.65
09/28/2022 10:01:40 am,502.152,1.00,,
09/28/2022 10:01:40 am,502.236,0.00,0.08,0.60
09/28/2022 10:01:43 am,505.815,1.00,,
09/28/2022 10:01:43 am,505.905,0.00,0.09,0.55
09/28/2022 10:01:47 am,509.355,1.00,,
09/28/2022 10:01:47 am,509.445,0.00,0.09,0.55
09/28/2022 10:01:51 am,513.096,1.00,,
09/28/2022 10:01:51 am,513.184,0.00,0.09,0.56
09/28/2022 10:01:54 am,516.609,1.00,,
09/28/2022 10:01:54 am,516.701,0.00,0.09,0.54
09/28/2022 10:01:58 am,520.317,1.00,,
09/28/2022 10:01:58 am,520.408,0.00,0.09,0.55
09/28/2022 10:02:01 am,523.887,1.00,,
09/28/2022 10:02:01 am,523.976,0.00,0.09,0.56
09/28/2022 10:02:05 am,527.534,1.00,,
09/28/2022 10:02:05 am,527.614,0.00,0.08,0.63
09/28/2022 10:02:09 am,531.168,1.00,,
09/28/2022 10:02:09 am,531.250,0.00,0.08,0.61
09/28/2022 10:02:12 am,534.761,1.00,,
09/28/2022 10:02:12 am,534.841,0.00,0.08,0.62
09/28/2022 10:02:16 am,538.407,1.00,,
09/28/2022 10:02:16 am,538.489,0.00,0.08,0.61
09/28/2022 10:02:20 am,542.020,1.00,,
09/28/2022 10:02:20 am,542.103,0.00,0.08,0.61
09/28/2022 10:02:23 am,545.615,1.00,,
09/28/2022 10:02:23 am,545.707,0.00,0.09,0.55
09/28/2022 10:02:27 am,549.299,1.00,,
09/28/2022 10:02:27 am,549.394,0.00,0.10,0.52
09/28/2022 10:02:30 am,552.817,1.00,,
09/28/2022 10:02:30 am,552.913,0.00,0.10,0.52
09/28/2022 10:02:34 am,556.557,1.00,,
09/28/2022 10:02:34 am,556.651,0.00,0.09,0.53
09/28/2022 10:02:38 am,560.073,1.00,,
09/28/2022 10:02:38 am,560.171,0.00,0.10,0.51
09/28/2022 10:02:41 am,563.775,1.00,,
09/28/2022 10:02:41 am,563.872,0.00,0.10,0.52
09/28/2022 10:02:45 am,567.361,1.00,,
09/28/2022 10:02:45 am,567.452,0.00,0.09,0.55
09/28/2022 10:02:48 am,570.993,1.00,,
09/28/2022 10:02:49 am,571.077,0.00,0.08,0.59
09/28/2022 10:02:52 am,574.640,1.00,,
09/28/2022 10:02:52 am,574.726,0.00,0.09,0.58
09/28/2022 10:02:56 am,578.237,1.00,,
09/28/2022 10:02:56 am,578.322,0.00,0.09,0.59
09/28/2022 10:02:59 am,581.877,1.00,,
09/28/2022 10:02:59 am,581.965,0.00,0.09,0.57
09/28/2022 10:03:03 am,585.511,1.00,,
09/28/2022 10:03:03 am,585.602,0.00,0.09,0.55
09/28/2022 10:03:07 am,589.093,1.00,,
09/28/2022 10:03:07 am,589.193,0.00,0.10,0.50
09/28/2022 10:03:10 am,592.796,1.00,,
09/28/2022 10:03:10 am,592.896,0.00,0.10,0.50
09/28/2022 10:03:14 am,596.311,1.00,,
09/28/2022 10:03:14 am,596.413,0.00,0.10,0.49
09/28/2022 10:03:18 am,600.050,1.00,,
09/28/2022 10:03:18 am,600.150,0.00,0.10,0.50
09/28/2022 10:03:21 am,603.572,1.00,,
09/28/2022 10:03:21 am,603.677,0.00,0.10,0.48
09/28/2022 10:03:25 am,607.266,1.00,,
09/28/2022 10:03:25 am,607.366,0.00,0.10,0.50
09/28/2022 10:03:28 am,610.859,1.00,,
09/28/2022 10:03:28 am,610.954,0.00,0.09,0.53
09/28/2022 10:03:32 am,614.489,1.00,,
09/28/2022 10:03:32 am,614.579,0.00,0.09,0.55
09/28/2022 10:03:36 am,618.122,1.00,,
09/28/2022 10:03:36 am,618.216,0.00,0.09,0.53
09/28/2022 10:03:39 am,621.722,1.00,,
09/28/2022 10:03:39 am,621.813,0.00,0.09,0.55
09/28/2022 10:03:43 am,625.354,1.00,,
09/28/2022 10:03:43 am,625.449,0.00,0.09,0.53
09/28/2022 10:03:46 am,628.982,1.00,,
09/28/2022 10:03:47 am,629.083,0.00,0.10,0.50
