"Date and Time Run #1","Time (s) Run #1","State Run #1","Time in Gate (s) Run #1","Speed (m/s) Run #1"
09/28/2022 09:30:13 am,136.180,1.00,,
09/28/2022 09:30:13 am,136.239,0.00,0.06,0.85
09/28/2022 09:30:16 am,139.838,1.00,,
09/28/2022 09:30:16 am,139.903,0.00,0.06,0.78
09/28/2022 09:30:20 am,143.431,1.00,,
09/28/2022 09:30:20 am,143.494,0.00,0.06,0.79
09/28/2022 09:30:24 am,147.080,1.00,,
09/28/2022 09:30:24 am,147.149,0.00,0.07,0.73
09/28/2022 09:30:27 am,150.685,1.00,,
09/28/2022 09:30:27 am,150.749,0.00,0.06,0.77
09/28/2022 09:30:31 am,154.329,1.00,,
09/28/2022 09:30:31 am,154.397,0.00,0.07,0.74
09/28/2022 09:30:34 am,157.924,1.00,,
09/28/2022 09:30:34 am,157.988,0.00,0.06,0.78
09/28/2022 09:30:38 am,161.585,1.00,,
09/28/2022 09:30:38 am,161.651,0.00,0.07,0.76
09/28/2022 09:30:42 am,165.176,1.00,,
09/28/2022 09:30:42 am,165.236,0.00,0.06,0.83
09/28/2022 09:30:45 am,168.828,1.00,,
09/28/2022 09:30:45 am,168.892,0.00,0.06,0.79
09/28/2022 09:30:49 am,172.414,1.00,,
09/28/2022 09:30:49 am,172.474,0.00,0.06,0.83
09/28/2022 09:30:53 am,176.074,1.00,,
09/28/2022 09:30:53 am,176.138,0.00,0.06,0.78
09/28/2022 09:30:56 am,179.664,1.00,,
09/28/2022 09:30:56 am,179.727,0.00,0.06,0.81
09/28/2022 09:31:00 am,183.325,1.00,,
09/28/2022 09:31:00 am,183.394,0.00,0.07,0.72
09/28/2022 09:31:03 am,186.912,1.00,,
09/28/2022 09:31:03 am,186.978,0.00,0.07,0.75
09/28/2022 09:31:07 am,190.567,1.00,,
09/28/2022 09:31:07 am,190.639,0.00,0.07,0.70
09/28/2022 09:31:11 am,194.163,1.00,,
09/28/2022 09:31:11 am,194.231,0.00,0.07,0.73
09/28/2022 09:31:14 am,197.818,1.00,,
09/28/2022 09:31:14 am,197.890,0.00,0.07,0.70
09/28/2022 09:31:18 am,201.415,1.00,,
09/28/2022 09:31:18 am,201.481,0.00,0.07,0.76
09/28/2022 09:31:22 am,205.068,1.00,,
09/28/2022 09:31:22 am,205.137,0.00,0.07,0.72
09/28/2022 09:31:25 am,208.671,1.00,,
09/28/2022 09:31:25 am,208.741,0.00,0.07,0.71
09/28/2022 09:31:29 am,212.302,1.00,,
09/28/2022 09:31:29 am,212.371,0.00,0.07,0.73
09/28/2022 09:31:32 am,215.941,1.00,,
09/28/2022 09:31:33 am,216.015,0.00,0.07,0.67
